Invoice_ID,Vendor_Name,Vendor_ID,Category,Invoice_Date,Payment_Date,Currency,Invoice_Amount,Tax,Total_Amount,Payment_Status,Cost_Center,Description
INV-00332,Northwind Logistics Inc,V-002,Capex,2025-06-25,2025-06-28,USD,5544.39,443.55,5987.94,Paid,CC-004,Purchase
INV-00327,Gridline Utilities LLC,V-004,Raw Materials,2025-06-26,2025-06-28,USD,2619.09,209.53,2828.62,Paid,CC-008,Purchase
INV-00358,Pacific Packaging,V-005,Facilities,2025-07-01,2025-07-24,USD,5635.92,450.87,6086.79,Paid,CC-014,Purchase
INV-00343,Gridline Utilities LLC,V-004,Raw Materials,2025-07-02,2025-07-13,USD,2666.22,213.3,2879.52,Paid,CC-010,Purchase
INV-00357,Vertex IT Services,V-006,Facilities,2025-07-03,2025-07-26,USD,6511.07,520.89,7031.96,Paid,CC-019,Purchase
INV-00347,Gridline Utilities LLC,V-004,Logistics,2025-07-06,2025-07-14,USD,3097.69,247.82,3345.51,Paid,CC-020,Purchase
INV-00353,Gamma Supplies Ltd,V-001,Utilities,2025-07-09,2025-07-17,USD,6546.89,523.75,7070.64,Paid,CC-011,Purchase
INV-00359,Capex Solutions Ltd,V-008,Capex,2025-07-10,2025-07-28,USD,6290.9,503.27,6794.17,Paid,CC-004,Purchase
INV-00351,Sterling MRO Co,V-003,Utilities,2025-07-11,2025-07-25,USD,4517.85,361.43,4879.28,Paid,CC-006,Purchase
INV-00346,Capex Solutions Ltd,V-008,Facilities,2025-07-11,2025-07-28,USD,3227.66,258.21,3485.87,Paid,CC-012,Purchase
INV-00354,Vertex IT Services,V-006,Facilities,2025-07-11,2025-07-28,USD,6452.83,516.23,6969.06,Paid,CC-012,Purchase
INV-00360,Harbor Facilities Group,V-007,Logistics,2025-07-14,2025-07-28,USD,2536.2,202.9,2739.1,Paid,CC-001,Purchase
INV-00352,Vertex IT Services,V-006,MRO,2025-07-15,2025-07-28,USD,3927.42,314.19,4241.61,Paid,CC-007,Purchase
INV-00345,Harbor Facilities Group,V-007,Facilities,2025-07-15,2025-07-28,USD,3632.56,290.6,3923.16,Paid,CC-006,Purchase
INV-00355,Harbor Facilities Group,V-007,IT Services,2025-07-15,2025-07-28,USD,5334.99,426.8,5761.79,Paid,CC-020,Purchase
INV-00344,Capex Solutions Ltd,V-008,Raw Materials,2025-07-16,2025-07-28,USD,3655.92,292.47,3948.39,Paid,CC-004,Purchase
INV-00356,Capex Solutions Ltd,V-008,Logistics,2025-07-17,2025-07-28,USD,2073.36,165.87,2239.23,Paid,CC-002,Purchase
INV-00349,Vertex IT Services,V-006,Utilities,2025-07-22,2025-07-28,USD,6417.87,513.43,6931.3,Paid,CC-008,Purchase
INV-00361,Pacific Packaging,V-005,IT Services,2025-07-24,2025-07-28,USD,3413.35,273.07,3686.42,Paid,CC-020,Purchase
INV-00348,Gamma Supplies Ltd,V-001,IT Services,2025-07-24,2025-07-28,USD,4320.82,345.67,4666.49,Paid,CC-008,Purchase
INV-00350,Capex Solutions Ltd,V-008,IT Services,2025-07-26,2025-07-28,USD,6911.27,552.9,7464.17,Paid,CC-007,Purchase
INV-00370,Harbor Facilities Group,V-007,Raw Materials,2025-08-01,2025-08-16,USD,5906.97,472.56,6379.53,Paid,CC-010,Purchase
INV-00363,Gridline Utilities LLC,V-004,IT Services,2025-08-06,2025-08-21,USD,3100.51,248.04,3348.55,Paid,CC-005,Purchase
INV-00374,Northwind Logistics Inc,V-002,Utilities,2025-08-10,2025-08-25,USD,6102.03,488.16,6590.19,Paid,CC-019,Purchase
INV-00377,Sterling MRO Co,V-003,Utilities,2025-08-10,2025-08-15,USD,4487.04,358.96,4846.0,Paid,CC-005,Purchase
INV-00368,Sterling MRO Co,V-003,Logistics,2025-08-12,2025-08-28,USD,2547.05,203.76,2750.81,Paid,CC-016,Purchase
INV-00375,Northwind Logistics Inc,V-002,Utilities,2025-08-12,2025-08-28,USD,6323.78,505.9,6829.68,Paid,CC-005,Purchase
INV-00373,Capex Solutions Ltd,V-008,Capex,2025-08-13,2025-08-20,USD,6351.4,508.11,6859.51,Paid,CC-012,Purchase
INV-00379,Northwind Logistics Inc,V-002,Packaging,2025-08-15,2025-08-28,USD,2292.56,183.4,2475.96,Paid,CC-008,Purchase
INV-00365,Capex Solutions Ltd,V-008,Capex,2025-08-16,2025-08-28,USD,6565.27,525.22,7090.49,Paid,CC-003,Purchase
INV-00362,Sterling MRO Co,V-003,IT Services,2025-08-16,2025-08-28,USD,6269.03,501.52,6770.55,Paid,CC-004,Purchase
INV-00372,Gridline Utilities LLC,V-004,IT Services,2025-08-17,2025-08-28,USD,3029.73,242.38,3272.11,Paid,CC-010,Purchase
INV-00371,Gridline Utilities LLC,V-004,Packaging,2025-08-17,2025-08-28,USD,2309.89,184.79,2494.68,Paid,CC-003,Purchase
INV-00376,Gamma Supplies Ltd,V-001,Capex,2025-08-18,2025-08-28,USD,6252.49,500.2,6752.69,Paid,CC-013,Purchase
INV-00369,Northwind Logistics Inc,V-002,IT Services,2025-08-20,2025-08-28,USD,6633.31,530.66,7163.97,Paid,CC-015,Purchase
INV-00366,Gamma Supplies Ltd,V-001,Utilities,2025-08-22,2025-08-28,USD,6676.23,534.1,7210.33,Paid,CC-012,Purchase
INV-00367,Vertex IT Services,V-006,Facilities,2025-08-25,2025-08-28,USD,6581.36,526.51,7107.87,Paid,CC-019,Purchase
INV-00380,Gamma Supplies Ltd,V-001,MRO,2025-08-26,2025-08-28,USD,6017.3,481.38,6498.68,Paid,CC-003,Purchase
INV-00364,Capex Solutions Ltd,V-008,Raw Materials,2025-08-27,2025-08-28,USD,3664.83,293.19,3958.02,Paid,CC-004,Purchase
INV-00378,Pacific Packaging,V-005,MRO,2025-08-27,2025-08-28,USD,7233.59,578.69,7812.28,Paid,CC-001,Purchase
INV-00392,Pacific Packaging,V-005,Raw Materials,2025-09-01,2025-09-23,USD,1838.1,147.05,1985.15,Paid,CC-005,Purchase
INV-00385,Northwind Logistics Inc,V-002,Raw Materials,2025-09-04,2025-09-23,USD,5712.92,457.03,6169.95,Paid,CC-011,Purchase
INV-00383,Harbor Facilities Group,V-007,Utilities,2025-09-05,2025-09-28,USD,3828.06,306.24,4134.3,Paid,CC-006,Purchase
INV-00395,Sterling MRO Co,V-003,Logistics,2025-09-05,2025-09-13,USD,2539.9,203.19,2743.09,Paid,CC-003,Purchase
INV-00391,Pacific Packaging,V-005,IT Services,2025-09-06,2025-09-28,USD,3433.2,274.66,3707.86,Paid,CC-017,Purchase
INV-00384,Sterling MRO Co,V-003,IT Services,2025-09-06,2025-09-14,USD,6274.01,501.92,6775.93,Paid,CC-020,Purchase
INV-00387,Vertex IT Services,V-006,Logistics,2025-09-09,2025-09-24,USD,3596.37,287.71,3884.08,Paid,CC-008,Purchase
INV-00393,Sterling MRO Co,V-003,Facilities,2025-09-11,2025-09-26,USD,4588.76,367.1,4955.86,Paid,CC-014,Purchase
INV-00390,Sterling MRO Co,V-003,Logistics,2025-09-11,2025-09-28,USD,2543.33,203.47,2746.8,Paid,CC-002,Purchase
INV-00399,Gridline Utilities LLC,V-004,Logistics,2025-09-17,2025-09-28,USD,3115.93,249.27,3365.2,Paid,CC-017,Purchase
INV-00397,Harbor Facilities Group,V-007,Logistics,2025-09-24,2025-09-28,USD,2578.74,206.3,2785.04,Paid,CC-014,Purchase
INV-00389,Harbor Facilities Group,V-007,Utilities,2025-09-24,2025-09-28,USD,3905.02,312.4,4217.42,Paid,CC-006,Purchase
INV-00396,Pacific Packaging,V-005,MRO,2025-09-25,2025-09-28,USD,7084.57,566.77,7651.34,Paid,CC-013,Purchase
INV-00382,Pacific Packaging,V-005,Raw Materials,2025-09-25,2025-09-28,USD,1876.43,150.11,2026.54,Paid,CC-008,Purchase
INV-00388,Pacific Packaging,V-005,Facilities,2025-09-25,2025-09-28,USD,5905.12,472.41,6377.53,Paid,CC-015,Purchase
INV-00381,Sterling MRO Co,V-003,Raw Materials,2025-09-26,2025-09-28,USD,7138.77,571.1,7709.87,Paid,CC-015,Purchase
INV-00398,Harbor Facilities Group,V-007,Capex,2025-09-26,2025-09-28,USD,3071.72,245.74,3317.46,Paid,CC-002,Purchase
INV-00386,Harbor Facilities Group,V-007,Logistics,2025-09-27,2025-09-28,USD,2584.02,206.72,2790.74,Paid,CC-019,Purchase
INV-00394,Capex Solutions Ltd,V-008,IT Services,2025-09-27,2025-09-28,USD,6857.37,548.59,7405.96,Paid,CC-001,Purchase
INV-00406,Gridline Utilities LLC,V-004,Facilities,2025-10-02,2025-10-11,USD,3148.02,251.84,3399.86,Paid,CC-005,Purchase
INV-00416,Sterling MRO Co,V-003,Capex,2025-10-03,2025-10-24,USD,5888.58,471.09,6359.67,Paid,CC-004,Purchase
INV-00401,Pacific Packaging,V-005,MRO,2025-10-05,2025-10-23,USD,7125.57,570.05,7695.62,Paid,CC-004,Purchase
INV-00402,Gridline Utilities LLC,V-004,IT Services,2025-10-07,2025-10-28,USD,3135.45,250.84,3386.29,Paid,CC-004,Purchase
INV-00415,Sterling MRO Co,V-003,Packaging,2025-10-07,2025-10-28,USD,2030.93,162.47,2193.4,Paid,CC-015,Purchase
INV-00417,Sterling MRO Co,V-003,Logistics,2025-10-09,2025-10-24,USD,2569.5,205.56,2775.06,Paid,CC-004,Purchase
INV-00412,Capex Solutions Ltd,V-008,Packaging,2025-10-11,2025-10-28,USD,6430.26,514.42,6944.68,Paid,CC-017,Purchase
INV-00405,Sterling MRO Co,V-003,Facilities,2025-10-14,2025-10-28,USD,4651.03,372.08,5023.11,Paid,CC-019,Purchase
INV-00413,Sterling MRO Co,V-003,Capex,2025-10-14,2025-10-28,USD,5825.4,466.03,6291.43,Paid,CC-011,Purchase
INV-00404,Gridline Utilities LLC,V-004,Capex,2025-10-15,2025-10-28,USD,6639.51,531.16,7170.67,Paid,CC-009,Purchase
INV-00407,Vertex IT Services,V-006,Packaging,2025-10-17,2025-10-28,USD,6100.13,488.01,6588.14,Paid,CC-001,Purchase
INV-00410,Gridline Utilities LLC,V-004,Utilities,2025-10-18,2025-10-28,USD,6373.12,509.85,6882.97,Paid,CC-013,Purchase
INV-00400,Gridline Utilities LLC,V-004,MRO,2025-10-21,2025-10-28,USD,7339.13,587.13,7926.26,Paid,CC-004,Purchase
INV-00409,Harbor Facilities Group,V-007,IT Services,2025-10-21,2025-10-28,USD,5440.5,435.24,5875.74,Paid,CC-019,Purchase
INV-00414,Northwind Logistics Inc,V-002,Capex,2025-10-21,2025-10-28,USD,5402.62,432.21,5834.83,Paid,CC-004,Purchase
INV-00418,Capex Solutions Ltd,V-008,Packaging,2025-10-21,2025-10-28,USD,6521.62,521.73,7043.35,Paid,CC-004,Purchase
INV-00411,Sterling MRO Co,V-003,MRO,2025-10-22,2025-10-28,USD,6852.49,548.2,7400.69,Paid,CC-019,Purchase
INV-00403,Vertex IT Services,V-006,Facilities,2025-10-23,2025-10-28,USD,6444.11,515.53,6959.64,Paid,CC-012,Purchase
INV-00408,Gridline Utilities LLC,V-004,Utilities,2025-10-25,2025-10-28,USD,6253.94,500.32,6754.26,Paid,CC-002,Purchase
INV-00427,Capex Solutions Ltd,V-008,Logistics,2025-11-02,2025-11-25,USD,2083.04,166.64,2249.68,Paid,CC-008,Purchase
INV-00433,Vertex IT Services,V-006,Logistics,2025-11-02,2025-11-23,USD,3595.87,287.67,3883.54,Paid,CC-016,Purchase
INV-00425,Capex Solutions Ltd,V-008,IT Services,2025-11-05,2025-11-15,USD,6884.29,550.74,7435.03,Paid,CC-008,Purchase
INV-00420,Sterling MRO Co,V-003,Logistics,2025-11-09,2025-11-28,USD,2548.2,203.86,2752.06,Paid,CC-012,Purchase
INV-00436,Capex Solutions Ltd,V-008,Utilities,2025-11-10,2025-11-27,USD,6254.56,500.36,6754.92,Paid,CC-006,Purchase
INV-00423,Gridline Utilities LLC,V-004,IT Services,2025-11-10,2025-11-22,USD,3060.84,244.87,3305.71,Paid,CC-004,Purchase
INV-00421,Harbor Facilities Group,V-007,Packaging,2025-11-12,2025-11-26,USD,6705.14,536.41,7241.55,Paid,CC-005,Purchase
INV-00426,Northwind Logistics Inc,V-002,Raw Materials,2025-11-12,2025-11-28,USD,5554.63,444.37,5999.0,Paid,CC-008,Purchase
INV-00424,Northwind Logistics Inc,V-002,Logistics,2025-11-13,2025-11-28,USD,6180.18,494.41,6674.59,Paid,CC-005,Purchase
INV-00430,Harbor Facilities Group,V-007,MRO,2025-11-13,2025-11-28,USD,1934.29,154.74,2089.03,Paid,CC-001,Purchase
INV-00431,Pacific Packaging,V-005,Utilities,2025-11-14,2025-11-27,USD,5166.75,413.34,5580.09,Paid,CC-010,Purchase
INV-00432,Pacific Packaging,V-005,IT Services,2025-11-15,2025-11-28,USD,3500.43,280.03,3780.46,Paid,CC-003,Purchase
INV-00428,Gridline Utilities LLC,V-004,Packaging,2025-11-18,2025-11-28,USD,2392.56,191.4,2583.96,Paid,CC-020,Purchase
INV-00437,Northwind Logistics Inc,V-002,Logistics,2025-11-21,2025-11-27,USD,6119.01,489.52,6608.53,Paid,CC-013,Purchase
INV-00422,Harbor Facilities Group,V-007,Capex,2025-11-21,2025-11-28,USD,3144.02,251.52,3395.54,Paid,CC-009,Purchase
INV-00419,Harbor Facilities Group,V-007,MRO,2025-11-22,2025-11-28,USD,1973.53,157.88,2131.41,Paid,CC-008,Purchase
INV-00435,Northwind Logistics Inc,V-002,Utilities,2025-11-23,2025-11-28,USD,6155.36,492.43,6647.79,Paid,CC-013,Purchase
INV-00429,Gridline Utilities LLC,V-004,Capex,2025-11-23,2025-11-28,USD,6766.14,541.29,7307.43,Paid,CC-011,Purchase
INV-00434,Capex Solutions Ltd,V-008,Packaging,2025-11-24,2025-11-28,USD,6580.27,526.42,7106.69,Paid,CC-007,Purchase
INV-00455,Gamma Supplies Ltd,V-001,MRO,2025-12-01,2025-12-24,USD,5809.47,464.76,6274.23,Paid,CC-011,Purchase
INV-00451,Gamma Supplies Ltd,V-001,Logistics,2025-12-03,2025-12-23,USD,3722.5,297.8,4020.3,Paid,CC-020,Purchase
INV-00447,Northwind Logistics Inc,V-002,Utilities,2025-12-05,2025-12-17,USD,6304.51,504.36,6808.87,Paid,CC-005,Purchase
INV-00448,Northwind Logistics Inc,V-002,Logistics,2025-12-06,2025-12-19,USD,6185.77,494.86,6680.63,Paid,CC-010,Purchase
INV-00453,Gridline Utilities LLC,V-004,Utilities,2025-12-06,2025-12-26,USD,6195.67,495.65,6691.32,Paid,CC-005,Purchase
INV-00456,Gridline Utilities LLC,V-004,Facilities,2025-12-07,2025-12-24,USD,3187.77,255.02,3442.79,Paid,CC-008,Purchase
INV-00439,Vertex IT Services,V-006,Logistics,2025-12-07,2025-12-28,USD,3486.45,278.92,3765.37,Paid,CC-020,Purchase
INV-00442,Capex Solutions Ltd,V-008,Capex,2025-12-08,2025-12-28,USD,6420.87,513.67,6934.54,Paid,CC-009,Purchase
INV-00438,Capex Solutions Ltd,V-008,IT Services,2025-12-11,2025-12-16,USD,7065.06,565.2,7630.26,Paid,CC-014,Purchase
INV-00450,Capex Solutions Ltd,V-008,Logistics,2025-12-12,2025-12-21,USD,2046.06,163.68,2209.74,Paid,CC-019,Purchase
INV-00452,Gamma Supplies Ltd,V-001,Utilities,2025-12-13,2025-12-21,USD,6582.28,526.58,7108.86,Paid,CC-004,Purchase
INV-00446,Northwind Logistics Inc,V-002,Facilities,2025-12-15,2025-12-28,USD,3511.82,280.95,3792.77,Paid,CC-002,Purchase
INV-00443,Vertex IT Services,V-006,MRO,2025-12-17,2025-12-28,USD,4017.59,321.41,4339.0,Paid,CC-012,Purchase
INV-00449,Vertex IT Services,V-006,IT Services,2025-12-20,2025-12-28,USD,2618.43,209.47,2827.9,Paid,CC-003,Purchase
INV-00454,Capex Solutions Ltd,V-008,Capex,2025-12-22,2025-12-28,USD,6368.06,509.44,6877.5,Paid,CC-006,Purchase
INV-00444,Gridline Utilities LLC,V-004,Packaging,2025-12-23,2025-12-28,USD,2315.72,185.26,2500.98,Paid,CC-001,Purchase
INV-00445,Pacific Packaging,V-005,Capex,2025-12-24,2025-12-28,USD,6691.11,535.29,7226.4,Paid,CC-005,Purchase
INV-00440,Sterling MRO Co,V-003,Facilities,2025-12-25,2025-12-28,USD,4570.46,365.64,4936.1,Paid,CC-014,Purchase
INV-00441,Capex Solutions Ltd,V-008,IT Services,2025-12-26,2025-12-28,USD,6856.98,548.56,7405.54,Paid,CC-007,Purchase
